ensembl.gene.id	X0610	X0687	X1809	X1812	X1938	X1941
PADI2	1087	4586	1605	2378	2481	452
SDHB	1558	1660	1286	1973	1551	1582
MFAP2	309	653	272	789	257	261
KDM5B	1098	1757	1368	1737	1273	1236
UAP1	1904	2415	921	1559	1082	1137
ACTL8	1	0	2	7	0	2
RGS4	158	163	227	72	104	62
KLHL12	1155	1074	1069	1171	1141	1154
IGSF21	91	23	75	45	32	25
SSX2IP	507	479	441	407	378	410
ZNHIT6	1018	968	671	755	619	794
PLA2G2D	1286	83	1200	434	2102	1666
RBBP5	772	948	582	640	623	694
GBP3	1154	2777	808	1024	1036	1289
GBP1	2605	12663	1159	1586	1577	3831
KIF17	42	71	59	45	59	71
GPR89A	1009	808	830	992	865	1015
CDK18	576	326	672	514	870	553
RAB29	1446	1052	1001	1148	1067	1678
CD160	67	49	45	27	42	66
ECE1	3310	8899	3279	4974	4102	3797
HMGCL	675	682	890	1183	1246	993
GALE	747	1412	610	1538	830	738
ID3	2290	2290	1658	2074	2758	2544
CR2	12321	1310	14213	1745	11473	7437
CD46	4964	7358	4638	5632	4598	5197
PRPF3	2122	1748	1955	1873	2227	2462
APH1A	3010	2742	2760	3456	3483	3392
P3H1	1240	1467	1153	1832	1258	1495
SLC2A1	1193	1567	1111	1222	1247	1272
EBNA1BP2	1172	1365	782	1402	941	1172
CDC20	1251	558	930	1478	1252	968
MPL	35	15	24	16	23	19
ARTN	16	36	30	12	26	12
IPO13	849	878	800	995	826	950
ATP6V0B	2074	3876	2181	4139	2644	2742
B4GALT2	781	945	485	929	621	670
ERI3	820	737	735	890	837	837
AKR1A1	2428	2479	2462	3717	3233	3480
PRDX1	4524	5060	3880	6734	4725	5332
PIK3R3	520	702	386	668	350	530
TSPAN1	3269	7132	3542	10983	6394	2228
BLZF1	692	932	449	595	430	557
CCDC181	31	30	14	14	16	15
SLC19A2	268	607	335	467	215	249
FAAH	382	382	551	589	866	451
NSUN4	591	647	516	581	516	594
TMED5	2533	3801	1807	2504	1429	1832
MROH9	0	8	0	4	1	0
CNN3	5098	5099	2976	3641	2371	3157
PRRC2C	8240	8102	4225	4653	4783	5100
F3	807	1905	1321	1687	664	549
ABCD3	1631	2204	1064	1661	1349	1289
VAMP4	856	897	796	893	772	953
DPH5	593	419	546	586	639	754
FASLG	82	69	49	26	38	55
PTBP2	1209	921	1032	875	853	915
TNFSF4	76	192	160	192	124	215
PRDX6	3900	3255	3318	3940	4158	3054
DARS2	697	816	520	865	510	726
HSD11B1	118	626	60	464	71	250
IRF6	471	885	552	584	794	298
UTP25	621	728	488	598	533	638
PLPPR5	16	9	11	1	3	7
PLPPR4	58	57	47	43	40	40
SERPINC1	2	3	6	9	8	14
RCAN3	1237	571	790	738	1089	1406
SYF2	1766	1431	1839	1785	2096	1990
RSRP1	6991	5952	7216	7254	7142	8370
SLC35A3	1331	1771	1033	1176	1267	993
RCOR3	1434	1090	1728	1363	1455	1594
STMN1	5171	1463	4448	4270	5815	4229
MTFR1L	917	732	976	885	1113	1006
MAN1C1	1169	573	646	690	912	1301
NEK2	306	157	237	391	268	271
RPS6KA1	2655	3826	2531	3678	3736	3506
DHDDS	1028	1226	841	1279	1021	919
NENF	598	472	867	874	1067	763
NSL1	1150	947	870	1027	858	1072
PROX1	247	206	152	166	180	185
ARID1A	4115	4309	4291	3877	4151	4645
CENPF	889	534	886	1271	867	746
RPA2	1515	1107	1246	1465	1573	1814
PPP1R8	1360	1158	977	1221	1238	1356
STX12	2001	2724	1424	1705	1324	1694
MTARC2	462	276	506	424	543	429
SLC5A9	45	40	73	42	58	30
OSBPL9	2059	1557	1865	1967	2022	1984
TXNDC12	146	177	127	220	155	188
ESYT2	2790	3526	2574	2984	2414	3360
POLR1G	98	147	51	84	72	92
RCN2	1505	1617	1160	1581	1203	1464
CHRNB4	56	31	45	34	54	26
MUC5B	3657	18323	2417	6602	1464	980
CTSD	4104	7244	5752	10117	6339	4109
COLEC11	28	6	33	26	34	19
STAG1	605	1042	810	990	642	753
A4GNT	0	3	1	4	0	1
STK11	2558	1755	2683	2629	3175	2674
KMT2A	2272	1574	2658	1919	2272	1574
TREH	15	16	88	65	15	16
IFT46	499	346	411	416	499	346
MMP8	0	99	7	26	0	99
APOA1	4	7	8	10	4	7
ZNF541	17	9	19	10	20	21
SLC8A2	29	39	24	25	25	19
KPTN	148	163	148	215	184	181
KIF14	233	148	247	437	222	239
TNNT2	16	25	20	21	25	37
DDX59	624	607	602	658	647	740
CAMSAP2	660	1119	575	738	475	509
ATF6	1714	2422	1117	1711	1151	1606
CRYGD	0	0	0	0	1	0
MREG	291	283	200	220	299	343
TNP1	0	0	0	0	0	0
FASTKD2	1201	1158	718	1024	924	1127
NRP2	1286	3533	1586	2289	1085	1472
CREB1	1843	2281	1590	1768	1639	1830
KLF7	913	1596	1105	1360	749	1042
TTR	2	3	2	2	7	0
B4GALT6	176	236	134	130	130	138
C1orf54	301	245	291	450	475	525
CA14	14	14	30	8	14	13
DNAI7	49	9	19	4	49	9
IRAG2	5623	1061	4826	1370	5623	1061
ATP10B	862	2321	700	1422	1391	517
SPCS2	3681	3203	2556	3488	3681	3203
USP35	304	313	267	410	304	313
ELOVL4	103	105	53	66	50	55
FILIP1	248	340	237	208	128	127
CASP8AP2	673	629	732	739	578	727
HMGN3	1763	720	1754	1274	2024	1601
UBE3D	144	109	101	126	130	143
CNR1	465	147	716	342	482	447
SPACA1	1	0	0	0	0	0
ANKRD13C	936	940	670	784	663	806
SGIP1	132	370	116	223	79	129
PHF3	2128	2009	2447	2275	2205	2321
ZC2HC1B	0	0	0	0	10	0
ADGB	1	1	5	2	15	2
PLAGL1	1551	1309	1795	1340	1805	1340
FBXO30	716	1074	696	812	706	812
TNFAIP3	2444	12544	6322	8399	6332	8399
AKAP7	396	239	435	318	445	318
RAB32	668	1036	621	1140	631	1140
MYB	764	572	768	882	778	882
ALDH8A1	28	22	68	55	78	55
SGK1	2262	6924	2660	4351	2670	4351
RNF146	1309	1320	1571	1562	1581	1562
ARG1	12	50	45	59	55	59
CCN2	4644	8326	4402	3847	4412	3847
TCF21	324	347	231	172	241	172
PMFBP1	27	20	53	50	32	37
FBXL5	2829	5254	2077	2724	1909	2399
SLC16A7	754	662	460	439	754	662
RXYLT1	400	357	264	357	400	357
ZNF430	537	404	467	415	409	571
VAMP8	2313	1983	2402	3483	3903	3642
DCLRE1B	321	380	313	392	330	410
MYL12B	7242	8822	5619	8981	7682	7918
FOXO3	1411	1949	1860	1806	1649	1534
ARMC2	73	52	89	112	52	85
GHRH	0	0	0	0	0	0
RPN2	6345	7778	3763	6656	4387	5751
TGIF2	960	678	627	510	697	751
CASQ2	186	154	241	186	235	318
OLFM3	71	17	12	14	22	9
ABCG2	168	73	111	91	287	102
SPP1	824	6322	2357	6793	505	927
STBD1	51	69	69	86	93	65
CCNI	12837	8783	7780	6499	8544	7292
RARRES1	2306	1358	756	472	515	857
MFSD1	2447	3042	1874	3140	1807	2639
RAB3GAP2	1666	1591	1272	1464	1318	1399
EEF2KMT	241	261	177	240	194	250
PPL	382	272	791	228	494	321
UBN1	1362	2100	1775	2079	1786	1876
KLF12	1237	483	1103	807	1115	1338
UCHL3	77	84	55	108	115	74
HS1BP3	501	624	631	876	684	626
LDAH	573	556	388	466	528	576
WDR35	425	425	307	369	281	334
CCND2	4925	3634	1990	2492	4925	3634
FGF23	5	3	1	4	5	3
ELL2	1183	3219	803	2201	756	1198
DNAH7	19	15	22	27	34	14
CYP20A1	1495	1159	685	698	732	776
NDUFB3	1164	1028	986	1638	1414	1351
GTF3C3	1043	1116	878	976	876	1124
SATB2	666	1288	673	714	937	390
UBE2B	1993	3408	1592	2220	1817	1889
TRPM6	41	115	106	125	219	40
GDA	196	373	156	299	422	82
KLF9	933	1547	1895	1786	972	971
TJP2	45	63	63	66	50	33
ECRG4	129	16	196	33	184	64
ITGB1BP1	2202	1756	2014	2192	1802	2134
CPSF3	1398	1092	940	1237	1127	1277
PIGZ	316	312	688	749	1506	473
SENP5	975	1167	1064	1107	1008	1045
CCDC92	1134	860	1162	1122	1192	1228
C1orf198	1006	1436	671	743	627	818
TRIM67	22	7	13	8	18	9
HEATR1	880	1134	648	1055	785	1033
PTBP3	3453	4533	2512	3128	2811	3005
RAD23B	4607	5459	2771	3994	3172	3671
CTNNAL1	916	727	943	1052	833	793
ABITRAM	474	542	412	397	371	388
DYNC2I2	876	729	990	1435	1415	1123
SET	12985	10284	7937	9491	9652	10484
PTPA	3126	2740	2268	3200	3156	3171
GLE1	1166	1082	1036	1274	1123	1255
CNTRL	1632	915	1967	1596	1782	1963
TRIM32	431	362	354	329	343	345
FBXW2	1988	2052	1747	1998	1807	2002
PHF19	1629	921	1685	1657	1769	1796
NEK6	891	1056	933	1553	976	958
BSPRY	211	251	196	298	260	190
PPP6C	2447	2313	1494	1699	1889	1949
NDUFA8	781	762	855	1235	1054	932
HDHD3	896	892	1085	1378	1587	807
SLC46A2	11	20	12	22	12	23
HSDL2	1255	1257	923	1217	1040	1013
MAPKAP1	2012	2057	1587	1926	1638	1918
NR4A3	174	1252	61	104	74	118
INVS	377	388	434	435	355	372
DENND1A	995	1085	738	827	798	838
CSF3R	719	39245	2564	14550	700	2042
KDSR	1230	1559	1088	1268	1012	1018
VPS4B	2053	2775	1651	1848	1583	1809
C19orf25	746	591	723	799	913	902
ZBTB45	474	382	348	393	416	465
YLPM1	2035	2001	2345	2348	2419	2522
DCAF4	330	263	461	502	383	436
PROX2	11	20	39	56	17	32
FCF1	1450	1364	787	1083	1000	1228
PGF	421	707	407	797	372	510
NEK9	2318	2385	3370	3478	2957	3083
ACYP1	276	154	341	286	378	265
IFT43	343	295	382	521	429	418
NPC2	3485	3963	5006	6015	4833	5890
DNAL1	303	375	214	263	247	249
IRF2BPL	1952	1911	1418	1787	1456	1597
ACOT2	761	1269	798	1163	949	958
LTBP2	1627	3490	2821	3837	1818	2253
AREL1	962	1819	1017	1453	1093	1224
MLH3	504	437	596	599	567	556
TTLL5	420	533	428	555	505	560
FLVCR2	247	600	240	587	303	414
ABCD4	1324	938	1925	1742	1987	1921
DLST	2538	2705	2438	2980	2677	2911
PPP4R4	19	40	9	7	6	11
TGFB3	731	1557	395	556	409	683
ZC2HC1C	45	42	43	58	47	34
SLIRP	642	640	555	1020	851	746
ALDH6A1	484	453	518	376	506	429
GPR68	413	668	274	698	385	439
ESRRB	3	9	14	10	13	26
EIF2B2	552	580	546	719	653	747
COQ6	227	176	242	243	268	265
ZNF410	25	45	35	45	51	49
RHOQ	2370	3463	2238	2425	1550	2017
GPR75	8	42	34	49	38	38
SUPT7L	1617	1362	1575	1707	1336	1563
KLHL29	642	551	555	467	580	685
DNMT3A	1929	1575	1805	1803	2136	2362
TMEM214	2640	3256	1931	3187	2367	2563
ATAD2B	548	651	569	765	667	753
FKBP1B	25	40	50	74	51	34
ATL2	1560	1440	1570	1255	1263	1327
YPEL5	2849	2949	2697	2513	2991	2725
FAM98A	1270	1529	747	1344	905	1124
YIPF4	2208	2131	1734	1922	1605	1684
AFTPH	2174	2714	1814	2025	2169	2087
LGALSL	355	981	288	372	257	206
CNRIP1	663	627	695	576	636	520
BCL11A	1658	491	1255	755	1718	1330
CRIPT	523	475	530	534	590	534
EPCAM	7586	12052	5648	10035	12907	4997
SLC17A5	596	850	480	645	480	431
OGFRL1	1366	2319	1714	1727	1205	1452
SLF2	1421	1185	1358	1337	1460	1527
IDE	1110	1595	832	1068	866	935
TECTB	0	2	0	1	2	0
ELOVL3	3	4	4	3	5	7
IFIT3	409	2013	273	362	506	773
GPAM	366	364	385	448	398	379
CUTC	657	365	582	637	693	681
PPP1R3C	419	620	361	268	258	248
PYROXD2	223	142	371	250	261	289
CNNM1	36	54	37	30	30	25
MXI1	886	849	1049	897	939	678
SMNDC1	1110	1203	828	985	907	998
HELLS	1237	861	846	1045	1074	1181
PRLHR	2	3	0	2	1	4
TCTN3	1115	1055	671	888	887	1019
DENND10	979	1199	951	1228	942	959
AVPI1	220	264	250	289	298	191
WDR11	1946	2190	2476	2540	2167	2673
ARMH3	951	1138	936	1135	967	1181
KCNIP2	155	74	160	174	224	213
CFAP58	23	69	41	35	30	16
GOT1	1000	918	759	1242	1069	835
CPN1	0	0	0	0	1	0
C10orf95	0	3	4	4	1	2
SFRP5	112	4	193	19	101	34
GNA13	3807	6192	3059	3163	2824	2748
HOXB8	137	183	194	222	373	185
KANSL1	2072	1858	1657	1485	1855	2192
HOXB5	448	335	557	423	844	340
CRHR1	0	0	0	1	0	0
HOXB3	964	1118	1185	1066	1202	836
DUSP1	5487	14117	20788	23387	10150	9472
PANK3	2032	2648	1495	2011	1726	1558
MSX2	15	57	5	30	8	14
TEK	557	935	516	628	500	631
RCL1	492	450	348	466	409	515
CAAP1	911	729	547	698	814	762
MOB3B	629	888	542	600	674	561
INSL6	1	5	5	15	4	6
INSL4	0	1	1	1	0	0
MLANA	31	33	19	10	9	14
CD274	292	3682	312	417	265	521
IFNA6	0	0	0	0	0	0
IFNA8	0	0	0	0	0	0
GRIA2	71	14	116	18	45	7
NUP43	1621	1301	1195	1182	1205	1182
MTHFD1L	824	936	409	787	419	787
LRP11	18	24	20	25	30	25
CCDC170	113	182	113	98	123	98
PCMT1	1613	1298	1094	1616	1104	1616
PLEKHG1	1077	960	1045	1065	1055	1065
MYCT1	319	513	272	295	282	295
TASL	252	435	273	298	248	408
MAGEB4	0	0	0	0	0	0
WDR55	1012	1233	861	1161	1081	1256
ARAP3	520	1721	651	1070	550	607
PCDHB8	55	50	23	33	14	32
PCDHB10	110	109	35	56	58	48
PCDHB12	88	59	45	38	44	33
SLC25A2	0	2	0	1	3	1
TNN	5	7	13	3	33	19
CENPL	215	192	191	184	175	231
TNFSF18	8	6	7	10	3	6
SEC16B	7	10	5	4	7	5
GORAB	432	485	401	467	453	477
GPR31	47	11	6	3	16	3
ACAT2	569	776	385	730	395	730
TCP1	5504	6378	3709	5353	3719	5353
TTLL2	6	6	14	10	24	10
SNX19	1608	2309	1743	2119	1608	2309
KCNJ5	101	16	132	84	101	16
MSANTD2	748	555	679	595	748	555
TP53AIP1	3	4	4	4	3	4
TEX11	11	13	5	10	20	6
ARR3	8	8	6	17	15	14
PDZD11	562	453	501	750	670	606
SLC10A7	325	470	254	297	233	278
NUDCD1	666	810	410	644	413	652
ENY2	1539	1526	1581	2219	1794	1871
MASTL	474	530	491	619	434	492
KIAA1217	616	916	837	872	960	560
LYZL1	0	0	0	0	0	0
PLXDC2	807	2372	953	1566	752	999
EPC1	1130	1060	1177	944	1118	1213
IQSEC3	190	81	71	59	190	81
CCDC77	346	256	301	370	346	256
TAF12	714	626	573	667	621	622
ENOX1	199	180	143	103	155	141
TNFSF11	245	175	200	151	430	294
MTRF1	571	385	535	494	573	601
SOHLH2	0	0	1	0	1	3
DNAJC15	1670	1644	1345	1675	1577	1567
PROSER1	1296	1412	1300	1387	1258	1519
UFM1	2615	2974	1634	2003	1790	2165
WBP4	683	595	527	606	613	601
ELF1	3802	4423	3242	2988	3048	3904
SMAD9	665	660	448	356	364	348
HSPH1	4077	5962	2517	3103	2170	3033
KBTBD7	385	361	360	336	349	352
ALG5	852	764	542	834	675	771
EXOSC8	1220	847	861	1060	1107	1340
ETF1	3232	5739	2016	3728	2229	2802
TGFBI	4316	20414	3704	14112	2826	5957
FAM53C	1004	2012	1089	1572	865	1026
SIL1	675	762	609	877	812	755
PAIP2	1771	1516	1541	1646	1550	1901
MYOT	32	9	20	8	21	24
KDM3B	2126	2628	2655	2579	2355	2469
EGR1	11577	9035	23406	5957	14699	7923
PLS1	1779	4222	939	1983	1838	753
ZFP30	302	233	286	253	223	260
NR2C1	869	689	873	805	869	689
TMPO	5156	3122	3711	3806	5156	3122
ARL1	2264	2348	1378	1847	2264	2348
GLT8D2	288	186	504	449	288	186
MTERF2	318	212	423	336	318	212
SOCS2	540	581	434	437	540	581
NFYB	1295	831	1086	952	1295	831
WASHC3	710	515	621	756	710	515
APAF1	586	1131	625	891	586	1131
DUSP4	255	1260	169	471	230	284
CLU	37718	9990	32655	15689	39407	30581
TNFRSF10B	1192	2306	1398	2057	1616	1932
SORBS3	1740	1213	2000	1755	1877	1736
PTK2B	4905	4870	5403	5485	6609	6610
CHRNA2	4	8	1	1	0	4
ADRA1A	28	13	44	13	22	34
PPP3CC	748	442	741	697	669	793
PDLIM2	1019	691	831	934	1215	1400
EPHX2	945	392	1185	739	1447	859
RNF170	616	535	701	620	621	671
NPPB	0	1	0	2	1	0
UBIAD1	721	519	516	568	645	690
TARDBP	3572	2842	3499	3666	3726	3618
TNFRSF8	91	177	91	359	148	365
PRAMEF2	0	0	0	0	0	0
ZNF706	2187	1618	1833	2037	2318	2379
LYPLA1	2582	2551	1308	1767	1571	1735
CRISPLD1	148	304	139	237	137	122
COPS5	1709	1457	1421	1768	1585	1665
RDH10	1385	1410	567	554	500	488
EPX	12	5	17	9	7	13
AKAP1	1858	1894	2040	2143	2637	1547
TRIM25	2049	5418	2320	3601	2638	2506
SCPEP1	1499	1197	1937	2343	1546	1950
SPOP	2138	1795	1926	1961	1894	2345
TBX2	642	906	699	681	544	426
SLC35B1	1275	1428	722	1415	1032	1283
TBX4	3	3	3	2	0	3
TEX14	13	11	6	17	15	12
FAM117A	968	553	995	739	1102	1207
NCAPH	638	335	572	740	635	619
LRAT	29	10	38	12	19	9
TMEM131L	2651	1048	2566	1440	2659	2609
MND1	167	44	147	185	234	163
TRIM6	35	49	55	58	38	36
ABCC11	4	2	3	2	2	2
TENT4B	678	783	564	559	582	618
ADCY7	338	943	972	1248	855	1514
CEP89	608	555	571	613	600	615
TSHZ3	470	839	458	516	279	337
ECHDC2	2138	1244	3067	2298	3373	2743
TAS2R8	0	0	0	0	0	0
PLBD1	927	1911	1086	1731	927	1911
TAS2R10	6	3	8	7	6	3
PYROXD1	462	633	379	474	462	633
IAPP	1	2	1	0	1	2
KCNJ8	209	346	275	267	209	346
TAS2R7	0	0	0	0	0	0
BCL2L14	133	196	150	182	133	196
TAS2R9	0	0	0	0	0	0
PSPC1	1423	1087	1212	1377	1429	1478
ZNF549	340	274	335	249	327	407
A1BG	16	4	8	8	10	14
ZSCAN18	836	458	984	800	900	854
ZNF211	585	372	738	539	642	744
PDZRN3	972	1124	960	923	736	575
RGSL1	1	1	2	1	2	1
LHX4	28	23	58	69	38	41
RNF2	684	713	393	408	421	479
TRMT1L	865	862	772	837	723	887
SEC22A	386	284	354	342	396	368
CSTA	668	521	604	430	590	588
DPPA4	55	23	71	66	77	126
POPDC2	260	101	169	171	206	267
B4GALT4	743	959	695	892	812	628
NAA50	3827	4893	2638	3212	2752	3022
CD80	101	123	65	60	84	112
KIF18A	215	130	150	199	171	145
GJA8	0	0	0	0	0	0
DESI2	1524	1726	1180	1269	1210	1176
CRY2	1080	791	958	837	1019	969
PEX16	601	429	663	783	924	803
DEPDC7	129	110	76	102	135	75
CAT	3082	2482	2174	2556	2183	2705
PILRB	290	190	294	260	1043	1101
ZMYM2	1923	2129	2400	2340	2056	2194
GJB6	5	12	8	6	18	12
GJA3	10	4	23	10	21	25
TBC1D15	1307	1579	1041	1325	1307	1579
ADGRB2	126	95	136	146	147	121
HCRTR1	5	3	2	5	14	3
ZCCHC17	738	546	637	755	838	885
FABP3	110	41	144	70	156	60
KHDRBS1	6455	5096	4666	5246	5255	5547
TMEM39B	528	400	478	547	620	526
CCRL2	205	2460	229	533	255	240
CCR2	471	1861	381	752	397	1225
POLR3GL	617	330	685	684	776	736
GHSR	4	2	0	2	0	2
TNFSF10	2247	3037	1700	1974	2235	2421
ZNF639	1082	815	669	709	644	776
PIK3CA	684	1042	772	812	664	877
PDS5A	3648	3471	3146	3257	3337	3470
TMEM156	939	221	824	482	883	792
LIAS	493	361	520	506	464	568
CPXM2	643	398	623	482	665	669
TMEM54	1058	2149	1261	3513	2228	1073
ZSCAN20	43	50	47	74	49	52
CSMD2	74	85	38	109	51	79
HPCA	11	9	15	15	33	12
LRIF1	502	480	389	373	449	398
TMIGD3	26	52	63	200	23	33
CLCC1	452	524	412	446	351	485
GPSM2	534	457	445	642	455	509
GTDC1	793	701	578	684	686	614
CXCR4	5914	11921	10601	8997	5541	5687
ZRANB3	173	132	175	165	119	171
ACVR2A	616	448	475	367	491	532
POLK	444	815	468	611	338	592
SV2C	49	52	19	29	28	34
FLT3	191	105	133	110	232	337
RPL21	7380	3770	9495	8816	12621	11130
MTIF3	904	686	804	952	995	1004
GTF3A	3363	2251	2556	3494	3232	3693
RASL11A	379	322	495	375	412	317
UBL3	1663	2247	1368	1393	1284	1328
MTERF4	1387	688	1210	982	1891	1960
XPNPEP2	180	229	360	243	360	243
OCRL	650	1105	834	914	834	914
PAEP	1	10	2	5	2	1
OBP2A	0	0	0	0	2	3
MRPS2	625	516	609	753	752	691
TBX22	0	0	0	0	0	0
FMOD	1591	2260	1070	1830	1354	1769
MYOG	1	0	0	0	0	0
LAX1	503	279	372	411	359	596
PLG	57	51	55	44	65	44
KIAA1191	2006	1800	1693	1681	1742	1719
CD244	211	132	99	67	146	190
LY9	1057	219	703	440	715	858
HS3ST2	14	4	12	68	7	4
RBBP6	2786	2336	2688	2538	2417	2783
ZC3H7A	1876	1977	1837	1727	1725	2096
PRM2	0	0	0	0	0	0
SERAC1	234	334	201	261	211	261
ANXA11	5720	6550	6184	7147	6885	6062
LDB3	140	177	302	230	218	247
OPN4	0	3	1	3	3	2
SHLD2	1107	1591	911	1193	924	1153
PRXL2A	1092	907	989	1244	1371	970
ZNF205	124	130	172	166	193	139
NAA60	1391	1356	1180	1419	1607	1522
ODF2L	823	967	831	895	779	1069
PTGFR	755	740	311	495	272	399
SPATA1	26	29	28	35	34	25
TRMT13	844	575	607	623	577	681
RWDD3	172	120	166	194	163	131
ZNF644	1166	1396	1105	1138	937	1178
CCDC18	402	203	337	354	265	283
RPAP2	732	607	556	592	481	662
SLC66A2	1360	1080	1264	1544	1720	1396
BBS9	261	297	212	246	222	305
PMS2	1052	778	979	911	989	911
ZMIZ2	5168	4173	5146	5209	5156	6973
OCM	15	3	23	11	33	11
SEPTIN7	8300	6481	5623	6721	5633	7407
KLHL7	722	698	543	626	553	626
HERPUD2	1133	1152	1039	1007	1049	1226
CBX3	5898	4778	4686	5694	4696	5628
HNRNPA2B1	33770	27336	25471	31799	25481	34485
WIPF3	157	154	166	84	176	116
NXPH1	0	0	0	0	10	0
NPY	74	303	124	277	134	168
FAM126A	1013	1399	834	1041	844	1041
INHBA	193	5162	161	996	171	90
FKBP9	1440	1695	1745	2063	1755	1599
NT5C3A	1141	1308	807	1070	817	1040
ARL4A	585	726	862	810	872	810
CCZ1	2359	2277	1718	2186	1728	2186
POLM	797	590	1393	1255	1403	1337
RAMP3	738	445	716	770	726	1051
MRM2	11	6	13	13	23	13
TWIST1	44	48	98	223	108	223
GLIPR2	2041	3337	998	2268	1260	1585
SLC25A51	160	204	143	201	106	143
CLTA	3418	3184	3357	4623	3942	3819
RECK	497	428	441	417	372	458
SPINK4	959	2094	1219	3100	901	1329
TAF1L	53	91	109	133	66	104
ACO1	1427	2079	1115	1782	980	1152
PHF24	89	31	55	35	74	89
DNAI1	1	1	2	4	2	0
DCAF10	1062	1069	743	800	678	716
CNTFR	113	16	187	68	234	36
KIAA1549	87	112	92	119	75	58
TRIM24	657	688	622	637	721	741
CYREN	360	512	432	504	470	453
CALD1	14770	21527	14235	19131	8172	12002
AKR1D1	1	2	2	3	1	2
NUDT10	66	67	61	67	45	48
SFTPA1	5	7	4	4	2	2
NEUROG3	6	7	5	4	7	4
PLAU	683	13773	384	2635	513	662
SRGN	8444	45461	6680	17850	5692	8099
CHST3	625	991	390	535	302	433
BICC1	391	767	250	519	205	362
CISD1	701	609	431	876	654	695
EGR2	515	530	507	272	508	692
ECD	824	912	664	831	689	881
P4HA1	1183	2245	879	1330	690	871
SLC25A16	851	914	604	709	716	881
ZWINT	1009	669	852	1528	1354	1241
VPS26A	1809	2470	1249	1751	1283	1426
RBM19	1220	1100	1448	1527	1220	1100
CIT	391	215	447	588	391	215
IFT81	279	402	264	363	279	402
ACADS	823	704	1231	1741	823	704
HVCN1	1259	396	1768	1240	1259	396
DDX54	1895	1557	1496	1859	1895	1557
MED13L	1872	2525	1783	2153	1872	2525
CDKN2C	593	238	499	517	663	508
RASSF8	491	1049	371	411	491	1049
BHLHE41	651	351	560	626	651	351
SSPN	489	296	502	343	489	296
ITPR2	1089	1696	1208	1494	1089	1696
CCDC91	882	712	724	694	882	712
WWP1	1936	1775	1944	1607	1683	2058
ACOT9	1175	2484	913	1401	939	1310
DDX39A	3602	2376	2814	3918	4328	3971
PKN1	4244	2956	4076	4234	4799	4771
TRIR	4151	3007	5075	5727	6822	5868
ADGRE5	3536	7860	2746	4423	2761	4398
WDR83	114	75	161	153	201	193
GIPC1	1518	2254	1469	2883	2030	1392
ACTRT1	0	1	0	2	0	2
CCDC70	1	0	0	0	0	0
SPRYD7	391	481	228	375	355	334
EBPL	553	497	622	738	665	538
ATP7B	119	223	267	271	280	160
ZC3H13	2534	2521	1743	2003	1778	1957
NLN	651	914	441	773	559	584
CENPK	517	350	339	575	412	497
OPTN	2213	2051	2082	2250	2489	2217
ITIH5	2036	774	3045	1139	3117	2795
ATF1	1040	828	681	715	1040	828
TSFM	38	42	40	55	38	42
ARHGAP9	3897	3648	3873	4363	3897	3648
NCKAP1L	4525	3923	4666	5022	4525	3923
MMP19	549	3192	1024	1700	549	3192
PFDN5	5397	3539	6069	6308	5397	3539
SPATS2	1102	674	1052	748	1102	674
ORMDL2	375	460	282	540	375	460
NR4A1	2163	1790	7510	1762	2163	1790
PDE1B	583	491	463	573	583	491
CDK2	1206	941	1012	1216	1206	941
LRP1	9484	12420	10795	14129	9484	12420
HOXC11	3	0	3	1	3	0
ATG101	310	378	329	525	310	378
NFE2	41	677	68	380	41	677
IKZF4	403	458	414	330	403	458
SMUG1	491	510	466	622	491	510
EEF1AKMT3	200	192	166	139	200	192
KBTBD4	160	159	135	146	140	178
SARDH	185	77	279	222	193	198
DBH	52	26	197	100	114	99
ATPAF1	1296	880	1157	1310	1221	1245
STIL	387	386	367	467	288	332
HJURP	641	233	437	645	619	502
IL13RA2	28	584	8	82	16	24
COL10A1	10	12	2	23	12	23
AMD1	3051	4041	1882	2934	1892	2934
USP45	383	440	393	474	400	432
PLP1	651	133	638	127	507	201
SERPINA7	1	0	0	0	0	0
MORF4L2	4907	6051	3182	4985	2972	3478
H2BW1	0	0	0	0	0	0
RAB9B	128	91	167	108	97	77
NRK	131	137	132	179	274	72
MAGEA9	1	0	0	0	0	0
RAB9A	707	669	602	709	913	807
METTL8	524	470	447	522	309	401
TTC21B	443	445	483	452	407	421
NMI	1142	2114	837	1212	1036	1404
TNFAIP6	191	4256	121	723	26	165
ACVR1C	100	74	128	130	209	105
BAZ2B	1419	1781	1272	1296	1073	1089
SLC36A1	451	873	868	1496	846	730
LPGAT1	1661	3082	1426	1926	1343	1518
BATF3	224	203	112	191	206	271
KCNJ2	172	1527	254	381	220	202
RAP2C	1638	2414	1265	1451	1265	1451
EXOSC9	1077	863	865	1070	975	1258
B9D2	132	172	140	196	179	196
COQ8B	791	615	840	978	928	1008
PFKFB2	689	1089	947	1267	968	745
C4BPA	56	927	46	428	19	39
C4BPB	69	538	69	384	30	65
GPR83	17	8	17	11	17	8
ago-02	1663	2406	1632	1955	1421	1746
MXD4	2643	1669	3349	2943	3635	3416
CKS2	859	450	725	1212	1045	900
DAW1	2	5	4	5	0	1
ACSL3	1596	2954	1142	1955	984	1285
CHPF	1215	1656	953	1547	1127	1042
DNPEP	1498	1673	1537	1734	1773	1758
INHA	3	8	9	6	8	5
